code,name,description,language,category,category-name,category-description
43030,Urban development and management,"Integrated urban development projects; local development and urban management;
                urban infrastructure and services; municipal finances; urban environmental management;
                urban development and planning; urban renewal and urban housing; land information
                systems.",en,430,Other multisector,
43040,Rural development,"Integrated rural development projects; e.g. regional development planning;
                promotion of decentralised and multi-sectoral competence for planning, co-ordination and
                management; implementation of regional development and measures (including natural
                reserve management); land management; land use planning; land settlement and
                resettlement activities [excluding resettlement of refugees and internally displaced
                persons (72010)]; functional integration of rural and urban areas; geographical
                information systems.",en,430,Other multisector,
43050,Non-agricultural alternative development,"Projects to reduce illicit drug cultivation through, for example,
                non-agricultural income opportunities, social and physical infrastructure (see code
                31165 for agricultural alternative development).",en,430,Other multisector,
43081,Multisector education/training,Including scholarships.,en,430,Other multisector,
43082,Research/scientific institutions,When sector cannot be identified.,en,430,Other multisector,
51010,General budget support,"Unearmarked contributions to the government budget; support for the
                implementation of macroeconomic reforms (structural adjustment programmes, poverty
                reduction strategies); general programme assistance (when not allocable by
                sector).",en,510,General budget support,"Unearmarked contributions to the government budget; support for the implementation of macroeconomic reforms (structural adjustment programmes, poverty reduction strategies); general programme assistance (when not allocable by sector)."
52010,Food aid/Food security programmes,"Supply of edible human food under national or international programmes
                including transport costs; cash payments made for food supplies; project food aid and
                food aid for market sales when benefiting sector not specified; excluding emergency food
                aid.",en,520,Developmental food aid/Food security assistance,Supply of edible human food under national or international programmes including transport costs; cash payments made for food supplies; project food aid and food aid for market sales when benefiting sector not specified; excluding emergency food aid.
53030,Import support (capital goods),Capital goods and services; lines of credit.,en,530,Other commodity assistance,Capital goods and services; lines of credit.
53040,Import support (commodities),"Commodities, general goods and services, oil imports.",en,530,Other commodity assistance,Capital goods and services; lines of credit.
60010,Action relating to debt,Actions falling outside the code headings below.,en,600,ACTION RELATING TO DEBT,Actions falling outside the code headings below; training in debt management.
60020,Debt forgiveness,,en,600,ACTION RELATING TO DEBT,Actions falling outside the code headings below; training in debt management.
60030,Relief of multilateral debt,"Grants or credits to cover debt owed to multilateral financial institutions;
                including contributions to Heavily Indebted Poor Countries (HIPC) Trust
                Fund.",en,600,ACTION RELATING TO DEBT,Actions falling outside the code headings below; training in debt management.
60040,Rescheduling and refinancing,,en,600,ACTION RELATING TO DEBT,Actions falling outside the code headings below; training in debt management.
60061,Debt for development swap,"Allocation of debt claims to use for development (e.g., debt for education,
                debt for environment).",en,600,ACTION RELATING TO DEBT,Actions falling outside the code headings below; training in debt management.
60062,Other debt swap,"Where the debt swap benefits an external agent i.e. is not specifically for
                development purposes.",en,600,ACTION RELATING TO DEBT,Actions falling outside the code headings below; training in debt management.
60063,Debt buy-back,Purchase of debt for the purpose of cancellation.,en,600,ACTION RELATING TO DEBT,Actions falling outside the code headings below; training in debt management.
72010,Material relief assistance and services,"Shelter, water, sanitation and health services, supply of medicines and other
                non-food relief items; assistance to refugees and internally displaced people in
                developing countries other than for food (72040) or protection (72050).",en,720,Emergency Response,"Shelter, water, sanitation and health services, supply of medicines and other non-food relief items; assistance to refugees and internally displaced people in developing countries other than for food (72040) or protection (72050)."
72040,Emergency food aid,"Food aid normally for general free distribution or special supplementary
                feeding programmes; short-term relief to targeted population groups affected by
                emergency situations. Excludes non-emergency food security assistance programmes/food
                aid (52010).",en,720,Emergency Response,"Shelter, water, sanitation and health services, supply of medicines and other non-food relief items; assistance to refugees and internally displaced people in developing countries other than for food (72040) or protection (72050)."
72050,Relief co-ordination; protection and support services,"Measures to co-ordinate delivery of humanitarian aid, including logistics and
                communications systems; measures to promote and protect the safety, well-being, dignity
                and integrity of civilians and those no longer taking part in hostilities. (Activities
                designed to protect the security of persons or property through the use or display of
                force are not reportable as ODA.)",en,720,Emergency Response,"Shelter, water, sanitation and health services, supply of medicines and other non-food relief items; assistance to refugees and internally displaced people in developing countries other than for food (72040) or protection (72050)."
73010,Reconstruction relief and rehabilitation,"Short-term reconstruction work after emergency or conflict limited to restoring
                pre-existing infrastructure (e.g. repair or construction of roads, bridges and ports,
                restoration of essential facilities, such as water and sanitation, shelter, health care
                services); social and economic rehabilitation in the aftermath of emergencies to
                facilitate transition and enable populations to return to their previous livelihood or
                develop a new livelihood in the wake of an emergency situation (e.g. trauma counselling
                and treatment, employment programmes).",en,730,Reconstruction relief and rehabilitation,"Short-term reconstruction work after emergency or conflict limited to restoring pre-existing infrastructure (e.g. repair or construction of roads, bridges and ports, restoration of essential facilities, such as water and sanitation, shelter, health care services); social and economic rehabilitation in the aftermath of emergencies to facilitate transition and enable populations to return to their previous livelihood or develop a new livelihood in the wake of an emergency situation (e.g. trauma counselling and treatment, employment programmes)."
74010,Disaster prevention and preparedness,"Disaster risk reduction activities (e.g. developing knowledge, natural risks
                cartography, legal norms for construction); early warning systems; emergency contingency
                stocks and contingency planning including preparations for forced
                displacement.",en,740,Disaster prevention and preparedness,"Disaster risk reduction activities (e.g. developing knowledge, natural risks cartography, legal norms for construction); early warning systems; emergency contingency stocks and contingency planning including preparations for forced displacement."
91010,Administrative costs,,en,910,ADMINISTRATIVE COSTS OF DONORS,
92010,Support to national NGOs,In the donor country.,en,920,SUPPORT TO NON- GOVERNMENTAL ORGANISATIONS (NGOs),In the donor country.
92020,Support to international NGOs,,en,920,SUPPORT TO NON- GOVERNMENTAL ORGANISATIONS (NGOs),In the donor country.
92030,Support to local and regional NGOs,In the recipient country or region.,en,920,SUPPORT TO NON- GOVERNMENTAL ORGANISATIONS (NGOs),In the donor country.
93010,Refugees in donor countries,,en,930,REFUGEES IN DONOR COUNTRIES,
99810,Sectors not specified,"Contributions to general development of the recipient should be included under
                programme assistance (51010).",en,998,UNALLOCATED/ UNSPECIFIED,Contributions to general development of the recipient should be included under programme assistance (51010).
99820,Promotion of development awareness,"Spending in donor country for heightened awareness/interest in development
                co-operation (brochures, lectures, special research projects, etc.).",en,998,UNALLOCATED/ UNSPECIFIED,Contributions to general development of the recipient should be included under programme assistance (51010).
